volume,zero_nmse,zero_ssim,zero_psnr,recon_val_loss,recon_nmse,recon_ssim,recon_psnr,nmse_absolute_reduction,nmse_relative_reduction_percent,ssim_absolute_improvement,psnr_improvement_db
file1001064,0.0921135817260027,0.7237321,28.03909459006878,8.940454e-06,0.014287994531013992,0.88469887,36.13260966000927,0.07782558719498871,84.48872113830674,0.16096675,8.093515069940494
file1001077,0.061123031102166915,0.6858548,27.28795037183724,8.705805e-06,0.010240631876528739,0.8602118,35.04673148200827,0.05088239922563818,83.24587035055319,0.174357,7.758781110171029
file1001090,0.07330321649026038,0.6694614,30.130252999672233,5.077703e-06,0.031117203339831718,0.78087044,33.85149086345554,0.042186013150428664,57.550016452598385,0.11140901,3.721237863783305
file1001096,0.08457177199917333,0.6009933,27.38418375193322,8.71017e-06,0.030518170950529794,0.7398771,31.810861394342762,0.05405360104864354,63.91447142572808,0.13888383,4.42667764240954
file1001104,0.08016110667129914,0.44626853,24.52830510404004,8.265767e-06,0.03186030262453732,0.6011793,28.535444415791005,0.04830080404676182,60.25466220772052,0.15491077,4.007139311750965
file1001119,0.06432720755361433,0.5499467,28.984107032760544,6.817341e-06,0.04003598254118125,0.6467232,31.043544199486245,0.024291225012433082,37.76197652010194,0.096776485,2.0594371667257008
file1001122,0.10998660350464068,0.5846738,27.96383874558434,7.981411e-06,0.042663138969970905,0.72549134,32.076703274640394,0.06732346453466978,61.21060419129062,0.14081752,4.112864529056054
file1001126,0.08004595734894247,0.68511313,27.516373563360155,9.9851e-06,0.017842679128298827,0.85119265,34.035164353468176,0.06220327822064364,77.7094562683314,0.16607952,6.518790790108021
file1001140,0.1182074120852549,0.5874058,29.878462590393834,6.192227e-06,0.06740969184011895,0.6942196,32.31768375200341,0.050797720245135944,42.97337988289519,0.10681379,2.439221161609577
file1001143,0.15200361747988378,0.50830245,28.238202155309665,5.9008075e-06,0.09409809033393056,0.6074781,30.32093901221281,0.05790552714595322,38.09483491642327,0.09917563,2.0827368569031464
file1001144,0.07540395414258104,0.54484326,28.557823813059173,4.634036e-06,0.044827833789595956,0.64202005,30.816290747923127,0.030576120352985084,40.54975723841858,0.09717679,2.2584669348639537
file1001148,0.057500072227037,0.70061505,29.740313203538058,8.239573e-06,0.015364497611742743,0.833807,35.471813859641244,0.042135574615294255,73.27916815290845,0.13319194,5.7315006561031865
file1001159,0.19383832916697358,0.2862791,22.916376490552853,5.655988e-06,0.12378826432424973,0.34418744,24.863979148309614,0.07005006484272384,36.13839695367074,0.057908326,1.947602657756761
file1001163,0.04228430685177631,0.72464955,27.962530982893384,1.6319842e-05,0.010125358350978013,0.85299313,34.1702170407278,0.0321589485007983,76.05409877836827,0.12834358,6.207686057834415
file1001168,0.10338398974714416,0.4141194,23.388954467789805,7.6193305e-06,0.03653322518475848,0.56581366,27.906605418908374,0.06685076456238567,64.66258917448322,0.15169427,4.5176509511185685
file1001170,0.09677416350093923,0.6358021,25.703345317544972,9.322003e-06,0.019306562557337554,0.81997967,32.70388322455436,0.07746760094360168,80.04987916309896,0.18417758,7.000537907009388
file1001184,0.06336334235453331,0.71607184,28.224482111694083,1.081117e-05,0.0128066692251754,0.8693788,35.168497147924505,0.05055667312935791,79.78852006650948,0.15330696,6.944015036230422
file1001188,0.16006280965716924,0.329066,23.90973964771033,5.6177832e-06,0.10658676511385905,0.39048162,25.67561804357567,0.05347604454331019,33.40941262860994,0.061415613,1.7658783958653395
